Number	text_title	text_author	text_year	Left_Context	Keyword	Right_Context	tagA
   314094	Der Stadt Hayn in Meißen Willkühr oder Erbstatuten Für Personen, welche keine Rechtsgelehrten, mit Erläuterungen und andern Anmerkungen	Carl Gottfried Theodor Chladenius	1784	ium oder	Verlassenschaftsspecification	das Vermoͤgen	Verlassenschaftsspecification
   314358	Neu-verbesserte Hof-Raths-Ordnung, [...]	Maximilian III., Kurfürst von Bayern	1750	tung einer	Appellation	, als welche	Appellation
   314408	Neu-verbesserte Hof-Raths-Ordnung, [...]	Maximilian III., Kurfürst von Bayern	1750	auf gemachte	Remonstration	von seiner Meyn	Remonstration
   314722	Neu-verbesserte Hof-Raths-Ordnung, [...]	Maximilian III., Kurfürst von Bayern	1750	s , daß dise	Concession	zu keiner nachte	Konzession
   314826	Neu-verbesserte Hof-Raths-Ordnung, [...]	Maximilian III., Kurfürst von Bayern	1750	statten , und die	Resolution	von dort erwart	Resolution
   315021	Neu-verbesserte Hof-Raths-Ordnung, [...]	Maximilian III., Kurfürst von Bayern	1750	 ) sambt der	Appellation	und Regierungs-Relat	Appellation
   315023	Neu-verbesserte Hof-Raths-Ordnung, [...]	Maximilian III., Kurfürst von Bayern	1750	ation und	Regierungs-Relation	um der gewoͤhnlich	Regierungs-Relation
   315041	Neu-verbesserte Hof-Raths-Ordnung, [...]	Maximilian III., Kurfürst von Bayern	1750	dann bey der	Relation	nicht nur abzu	Relation
   315353	Neu-verbesserte Hof-Raths-Ordnung, [...]	Maximilian III., Kurfürst von Bayern	1750	ten , und	Resolution	daruͤber erwar	Resolution
   315632	Neu-verbesserte Hof-Raths-Ordnung, [...]	Maximilian III., Kurfürst von Bayern	1750	nötig Zanck und	Collision	zuruck geschlage	Kollision
   315696	Neu-verbesserte Hof-Raths-Ordnung, [...]	Maximilian III., Kurfürst von Bayern	1750	r Catholischen	Religion	, und Verhuͤtung	Religion
   316010	Neu-verbesserte Hof-Raths-Ordnung, [...]	Maximilian III., Kurfürst von Bayern	1750	, eine eigne	Deputation	von Hof-Cammer-	Deputation
   316029	Neu-verbesserte Hof-Raths-Ordnung, [...]	Maximilian III., Kurfürst von Bayern	1750	rium zu sothaner	Deputation	aus ihren Gremio	Deputation
   316090	Neu-verbesserte Hof-Raths-Ordnung, [...]	Maximilian III., Kurfürst von Bayern	1750	Einbringung mittls	Inhibition	oder sonst Ei	Inhibition
   316102	Neu-verbesserte Hof-Raths-Ordnung, [...]	Maximilian III., Kurfürst von Bayern	1750	f Ersuchen die	Execution	befoͤrdern h	Exekution
   316219	Neu-verbesserte Hof-Raths-Ordnung, [...]	Maximilian III., Kurfürst von Bayern	1750	schrifftliche	Relation	von dem Rentmeiste	Relation
   316356	Neu-verbesserte Hof-Raths-Ordnung, [...]	Maximilian III., Kurfürst von Bayern	1750	hen-Hoff die	Jurisdiction	und Cognition	Jurisdiktion
   316358	Neu-verbesserte Hof-Raths-Ordnung, [...]	Maximilian III., Kurfürst von Bayern	1750	tion und	Cognition	nicht in allen	Kognition
   316769	ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSETHEATRUM JURISDICTIONIS AUSTRIACAMPERSAND#198;, Oder Neu-eröfneter Schau-Platz Oesterreichischer Gerichtbarkeit, [...]	Franciscus Josephus Greneck	1752	Pragmatische	Sanction	nach Beschaffenheit	Sanktion
   319691	ATTRforeign xml:lang=latATTR_CLOSECONSTITUTIO CRIMINALIS THERESIANA	Unknown	1769	 eines jeden	Religion	einzurichten	Religion
   319703	ATTRforeign xml:lang=latATTR_CLOSECONSTITUTIO CRIMINALIS THERESIANA	Unknown	1769	dem bey der	General-Inquisition	die vorlaͤuffige	General-Inquisition
   320845	ATTRforeign xml:lang=latATTR_CLOSECONSTITUTIO CRIMINALIS THERESIANA	Unknown	1769	, die Eltern ,	Religion	, Handthierung	Religion
   321325	Teutsches Staats-Archiv, [...]. Erster Theil.	Johann Jacob Moser	1756	g gestandenen	Religion	aber dieser Ve	Religion
   321625	Teutsches Staats-Archiv, [...]. Erster Theil.	Johann Jacob Moser	1756	cht geübten	Religion	eben so wenig	Religion
   321652	Teutsches Staats-Archiv, [...]. Erster Theil.	Johann Jacob Moser	1756	stantische	Religion	in Übung gewe	Religion
   321741	Teutsches Staats-Archiv, [...]. Erster Theil.	Johann Jacob Moser	1756	bung gestandene	Religion	noch ferner in	Religion
   321819	Teutsches Staats-Archiv, [...]. Erster Theil.	Johann Jacob Moser	1756	tium ihrer	Religion	nebst der vorhin	Religion
   321861	Teutsches Staats-Archiv, [...]. Erster Theil.	Johann Jacob Moser	1756	aften Ihre	Religion	zu der vorhin	Religion
   321924	Teutsches Staats-Archiv, [...]. Erster Theil.	Johann Jacob Moser	1756	g gestandenen	Religion	ganz auf freiem	Religion
   321949	Teutsches Staats-Archiv, [...]. Erster Theil.	Johann Jacob Moser	1756	d Reformirten	Religion	zugetanen Land	Religion
   321976	Teutsches Staats-Archiv, [...]. Erster Theil.	Johann Jacob Moser	1756	-Gottesdienst seiner	Religion	so pünktlich	Religion
   322233	Teutsches Staats-Archiv, [...]. Erster Theil.	Johann Jacob Moser	1756	iderseitigen	Religionen	angeordnete k	Religion
   322237	Teutsches Staats-Archiv, [...]. Erster Theil.	Johann Jacob Moser	1756	rliche und	Reichs-Commißion	und Deputation	Reichs-Commißion
   322239	Teutsches Staats-Archiv, [...]. Erster Theil.	Johann Jacob Moser	1756	Reichs-Commißion und	Deputation	durch einen un	Deputation
   322310	Teutsches Staats-Archiv, [...]. Erster Theil.	Johann Jacob Moser	1756	Höxterische	Commission	und Reckes sc	Kommission
   322607	Teutsches Staats-Archiv, [...]. Erster Theil.	Johann Jacob Moser	1756	Übung gewesenen	Religion	beobachtet we	Religion
   322725	Teutsches Staats-Archiv, [...]. Erster Theil.	Johann Jacob Moser	1756	d Übung ihrer	Religion	an einem gewissen	Religion
   322973	Teutsches Staats-Archiv, [...]. Erster Theil.	Johann Jacob Moser	1756	nd der seinigen	Religion	, und in solche	Religion
   322984	Teutsches Staats-Archiv, [...]. Erster Theil.	Johann Jacob Moser	1756	end Schutz und	Protektion	, mithin von	Protektion
   324006	von der Reichs-Stättischen Regiments-Verfassung. [...]	Johann Jacob Moser	1772	e Decrete zur	Execution	zu bringen ,	Exekution
   324190	von der Reichs-Stättischen Regiments-Verfassung. [...]	Johann Jacob Moser	1772	baten zwar , die	Expedition	diser Resolution	Expedition
   324192	von der Reichs-Stättischen Regiments-Verfassung. [...]	Johann Jacob Moser	1772	ion diser	Resolution	zu suspendiren	Resolution
   324783	von der Reichs-Stättischen Regiments-Verfassung. [...]	Johann Jacob Moser	1772	der Kayserl.	Commißion	Instruction	Kommission
   324784	von der Reichs-Stättischen Regiments-Verfassung. [...]	Johann Jacob Moser	1772	ich Commißion	Instruction	entworffenen K	Instruktion
   324947	von der Reichs-Stättischen Regiments-Verfassung. [...]	Johann Jacob Moser	1772	nung , der	Commißion	zu Ende jeden	Kommission
   325151	von der Reichs-Stättischen Regiments-Verfassung. [...]	Johann Jacob Moser	1772	r Kayserl.	Commißion	, An. 1761.	Kommission
   325713	Geschichte der Entstehung, Bildung und gegenwärtigen Verfassung des Kaiserlichen Reichshofraths nebst der Behandlungsart der bei demselben vorkommenden Geschäfte. Zweiter Theil	Johann Christian Herchenhahn	1792	n katholischer	Religion	. Des Thuͤrhuͤters	Religion
   325760	Geschichte der Entstehung, Bildung und gegenwärtigen Verfassung des Kaiserlichen Reichshofraths nebst der Behandlungsart der bei demselben vorkommenden Geschäfte. Zweiter Theil	Johann Christian Herchenhahn	1792	waͤhrend der	Session	niemand der Th	Session
   326098	Geschichte der Entstehung, Bildung und gegenwärtigen Verfassung des Kaiserlichen Reichshofraths nebst der Behandlungsart der bei demselben vorkommenden Geschäfte. Zweiter Theil	Johann Christian Herchenhahn	1792	ören , oder der	Publikation	der Testamente	Publikation
   326219	Geschichte der Entstehung, Bildung und gegenwärtigen Verfassung des Kaiserlichen Reichshofraths nebst der Behandlungsart der bei demselben vorkommenden Geschäfte. Zweiter Theil	Johann Christian Herchenhahn	1792	gangener	Relation	wird sie vom	Relation
   326578	Geschichte der Entstehung, Bildung und gegenwärtigen Verfassung des Kaiserlichen Reichshofraths nebst der Behandlungsart der bei demselben vorkommenden Geschäfte. Zweiter Theil	Johann Christian Herchenhahn	1792	ehen . Da diese	Insinuation	bewiesen werden	Insinuation
   326600	Geschichte der Entstehung, Bildung und gegenwärtigen Verfassung des Kaiserlichen Reichshofraths nebst der Behandlungsart der bei demselben vorkommenden Geschäfte. Zweiter Theil	Johann Christian Herchenhahn	1792	us , welche die	Insinuation	verlangt . D	Insinuation
   326628	Geschichte der Entstehung, Bildung und gegenwärtigen Verfassung des Kaiserlichen Reichshofraths nebst der Behandlungsart der bei demselben vorkommenden Geschäfte. Zweiter Theil	Johann Christian Herchenhahn	1792	wohlfeilste Weg der	Insinuation	ist , wenn d	Insinuation
   326660	Geschichte der Entstehung, Bildung und gegenwärtigen Verfassung des Kaiserlichen Reichshofraths nebst der Behandlungsart der bei demselben vorkommenden Geschäfte. Zweiter Theil	Johann Christian Herchenhahn	1792	 laͤßt die	Insinuation	an diesen Anwald	Insinuation
   326695	Geschichte der Entstehung, Bildung und gegenwärtigen Verfassung des Kaiserlichen Reichshofraths nebst der Behandlungsart der bei demselben vorkommenden Geschäfte. Zweiter Theil	Johann Christian Herchenhahn	1792	n auch die	Insinuation	an dem Orte ,	Insinuation
   326731	Geschichte der Entstehung, Bildung und gegenwärtigen Verfassung des Kaiserlichen Reichshofraths nebst der Behandlungsart der bei demselben vorkommenden Geschäfte. Zweiter Theil	Johann Christian Herchenhahn	1792	tel von der	Insinuation	wird sie unte	Insinuation
   326878	Geschichte der Entstehung, Bildung und gegenwärtigen Verfassung des Kaiserlichen Reichshofraths nebst der Behandlungsart der bei demselben vorkommenden Geschäfte. Zweiter Theil	Johann Christian Herchenhahn	1792	nehmen , die	Insinuation	zu besorgen	Insinuation
   327034	Geschichte der Entstehung, Bildung und gegenwärtigen Verfassung des Kaiserlichen Reichshofraths nebst der Behandlungsart der bei demselben vorkommenden Geschäfte. Zweiter Theil	Johann Christian Herchenhahn	1792	über welches die	Kommunikation	ist verordnet	Kommunikation
   327053	Geschichte der Entstehung, Bildung und gegenwärtigen Verfassung des Kaiserlichen Reichshofraths nebst der Behandlungsart der bei demselben vorkommenden Geschäfte. Zweiter Theil	Johann Christian Herchenhahn	1792	l , welcher die	Insinuation	vollstrecken	Insinuation
   327136	Geschichte der Entstehung, Bildung und gegenwärtigen Verfassung des Kaiserlichen Reichshofraths nebst der Behandlungsart der bei demselben vorkommenden Geschäfte. Zweiter Theil	Johann Christian Herchenhahn	1792	e , welcher die	Insinuation	vollstrecken	Insinuation
   327296	Geschichte der Entstehung, Bildung und gegenwärtigen Verfassung des Kaiserlichen Reichshofraths nebst der Behandlungsart der bei demselben vorkommenden Geschäfte. Zweiter Theil	Johann Christian Herchenhahn	1792	e eine	Kommunikation	verordnet word	Kommunikation
   327356	Geschichte der Entstehung, Bildung und gegenwärtigen Verfassung des Kaiserlichen Reichshofraths nebst der Behandlungsart der bei demselben vorkommenden Geschäfte. Zweiter Theil	Johann Christian Herchenhahn	1792	ten , dem die	Insinuation	geschehen soll	Insinuation
   327408	Geschichte der Entstehung, Bildung und gegenwärtigen Verfassung des Kaiserlichen Reichshofraths nebst der Behandlungsart der bei demselben vorkommenden Geschäfte. Zweiter Theil	Johann Christian Herchenhahn	1792	d Dokument der	Insinuation	uͤber ein Exh	Insinuation
   327608	Geschichte der Entstehung, Bildung und gegenwärtigen Verfassung des Kaiserlichen Reichshofraths nebst der Behandlungsart der bei demselben vorkommenden Geschäfte. Zweiter Theil	Johann Christian Herchenhahn	1792	u , welcher die	Insinuation	verlangt hat	Insinuation
   327693	Geschichte der Entstehung, Bildung und gegenwärtigen Verfassung des Kaiserlichen Reichshofraths nebst der Behandlungsart der bei demselben vorkommenden Geschäfte. Zweiter Theil	Johann Christian Herchenhahn	1792	ei , welche die	Insinuation	verrichten la	Insinuation
   327715	Geschichte der Entstehung, Bildung und gegenwärtigen Verfassung des Kaiserlichen Reichshofraths nebst der Behandlungsart der bei demselben vorkommenden Geschäfte. Zweiter Theil	Johann Christian Herchenhahn	1792	tzen . Fuͤr die	Insinuation	eines kaiserlichen	Insinuation
   327732	Geschichte der Entstehung, Bildung und gegenwärtigen Verfassung des Kaiserlichen Reichshofraths nebst der Behandlungsart der bei demselben vorkommenden Geschäfte. Zweiter Theil	Johann Christian Herchenhahn	1792	hlen , fuͤr die	Insinuation	eines Konklusums	Insinuation
   327755	Geschichte der Entstehung, Bildung und gegenwärtigen Verfassung des Kaiserlichen Reichshofraths nebst der Behandlungsart der bei demselben vorkommenden Geschäfte. Zweiter Theil	Johann Christian Herchenhahn	1792	so kostet die	Insinuation	zwei Gulden	Insinuation
   327777	Geschichte der Entstehung, Bildung und gegenwärtigen Verfassung des Kaiserlichen Reichshofraths nebst der Behandlungsart der bei demselben vorkommenden Geschäfte. Zweiter Theil	Johann Christian Herchenhahn	1792	htet . Die	Insinuation	ganzer Appellations	Insinuation
   327847	Geschichte der Entstehung, Bildung und gegenwärtigen Verfassung des Kaiserlichen Reichshofraths nebst der Behandlungsart der bei demselben vorkommenden Geschäfte. Zweiter Theil	Johann Christian Herchenhahn	1792	rhüter fuͤr die	Insinuation	keine Belohnung	Insinuation
   330222	Allgemeine Zunft-Ordnungen Für Samtliche- in denen Hochfürstlich-Baden-Badischen Landen angesessene Künstlere, Profeßionisten und Handwerkere, [...]	Markgraf August Georg von Baden	1769	d man durch	Requisition	weder deren Pers	Requisition
   330388	Ueber den Zwek des teutschen Polizey- und Cameralrechts	Wilhelm Gottlieb Tafinger	1787	oͤkonomische	Administration	eines solchen	Administration
   330927	Ueber den Zwek des teutschen Polizey- und Cameralrechts	Wilhelm Gottlieb Tafinger	1787	ewerkstelligung aller	Operationen	der innern Regi	Operation
   331177	Ueber den Zwek des teutschen Polizey- und Cameralrechts	Wilhelm Gottlieb Tafinger	1787	Kenntnis , andere	Operationen	, die die Art	Operation
   331461	Ueber den Zwek des teutschen Polizey- und Cameralrechts	Wilhelm Gottlieb Tafinger	1787	e kommen . a)	Definitionen	aͤlterer Schriftste	Definition
   331659	Ueber den Zwek des teutschen Polizey- und Cameralrechts	Wilhelm Gottlieb Tafinger	1787	ch alle die	Operationen	, welche der S	Operation
   331904	Ueber den Zwek des teutschen Polizey- und Cameralrechts	Wilhelm Gottlieb Tafinger	1787	nd auf	Reformation	der Polizey be	Reformation
   332162	Ueber den Zwek des teutschen Polizey- und Cameralrechts	Wilhelm Gottlieb Tafinger	1787	dnete , auch die	Functionen	der untergeordneten	Funktion
   332516	Gesetz, Welches auf die Commission Bezug hat, welcher anbefohlen ist, in dem ganzen Königreiche, auf die Prägung der Münze Acht zu haben.	Unknown	1791	lches auf die	Commission	Bezug hat ,	Kommission
   332600	Gesetz, Welches auf die Commission Bezug hat, welcher anbefohlen ist, in dem ganzen Königreiche, auf die Prägung der Münze Acht zu haben.	Unknown	1791	Artikel . Die	Commission	, welcher in	Kommission
   332667	Gesetz, Welches auf die Commission Bezug hat, welcher anbefohlen ist, in dem ganzen Königreiche, auf die Prägung der Münze Acht zu haben.	Unknown	1791	r Bedienter ,	Caution	stellen soll	Kaution
   332708	Gesetz, Welches auf die Commission Bezug hat, welcher anbefohlen ist, in dem ganzen Königreiche, auf die Prägung der Münze Acht zu haben.	Unknown	1791	soll bey der	Commission	den Vorsitz ha	Kommission
   332817	Gesetz, Welches auf die Commission Bezug hat, welcher anbefohlen ist, in dem ganzen Königreiche, auf die Prägung der Münze Acht zu haben.	Unknown	1791	rer der	Commission	, soll die Re	Kommission
   332827	Gesetz, Welches auf die Commission Bezug hat, welcher anbefohlen ist, in dem ganzen Königreiche, auf die Prägung der Münze Acht zu haben.	Unknown	1791	er , welche die	Commission	betreffen ,	Kommission
   332957	Gesetz, Welches auf die Commission Bezug hat, welcher anbefohlen ist, in dem ganzen Königreiche, auf die Prägung der Münze Acht zu haben.	Unknown	1791	esorgen . V . Die	Commission	soll ihre Sit	Kommission
   332979	Gesetz, Welches auf die Commission Bezug hat, welcher anbefohlen ist, in dem ganzen Königreiche, auf die Prägung der Münze Acht zu haben.	Unknown	1791	t haben die	Commission	, wenn er es	Kommission
   333201	Gesetz, Welches auf die Commission Bezug hat, welcher anbefohlen ist, in dem ganzen Königreiche, auf die Prägung der Münze Acht zu haben.	Unknown	1791	d Aufsicht der	Fabrikation	des Geldes , al	Fabrikation
   333210	Gesetz, Welches auf die Commission Bezug hat, welcher anbefohlen ist, in dem ganzen Königreiche, auf die Prägung der Münze Acht zu haben.	Unknown	1791	Arbeit dieser	Fabrikation	in dem Muͤnz-Hoͤf	Fabrikation
   333317	Gesetz, Welches auf die Commission Bezug hat, welcher anbefohlen ist, in dem ganzen Königreiche, auf die Prägung der Münze Acht zu haben.	Unknown	1791	bsicht uͤber die	Fabrikation	der zum Muͤnzpra	Fabrikation
   333430	Gesetz, Welches auf die Commission Bezug hat, welcher anbefohlen ist, in dem ganzen Königreiche, auf die Prägung der Münze Acht zu haben.	Unknown	1791	alten seyn , der	Commission	von der Erfuͤllun	Kommission
   333447	Gesetz, Welches auf die Commission Bezug hat, welcher anbefohlen ist, in dem ganzen Königreiche, auf die Prägung der Münze Acht zu haben.	Unknown	1791	nde , die	Fabrikation	und Ablieferung	Fabrikation
   333618	Gesetz, Welches auf die Commission Bezug hat, welcher anbefohlen ist, in dem ganzen Königreiche, auf die Prägung der Münze Acht zu haben.	Unknown	1791	soll bey der	Commission	eine Niederlage	Kommission
   333684	Gesetz, Welches auf die Commission Bezug hat, welcher anbefohlen ist, in dem ganzen Königreiche, auf die Prägung der Münze Acht zu haben.	Unknown	1791	nnter Glieder der	Commission	, untersucht	Kommission
   333745	Gesetz, Welches auf die Commission Bezug hat, welcher anbefohlen ist, in dem ganzen Königreiche, auf die Prägung der Münze Acht zu haben.	Unknown	1791	nts , soll die	Commission	zur Untersuchung	Kommission
   333927	Gesetz, Welches auf die Commission Bezug hat, welcher anbefohlen ist, in dem ganzen Königreiche, auf die Prägung der Münze Acht zu haben.	Unknown	1791	Proben die die	Commission	anstellen lass	Kommission
   334009	Gesetz, Welches auf die Commission Bezug hat, welcher anbefohlen ist, in dem ganzen Königreiche, auf die Prägung der Münze Acht zu haben.	Unknown	1791	zu welchen die	Commission	zu schreiten	Kommission
   334079	Gesetz, Welches auf die Commission Bezug hat, welcher anbefohlen ist, in dem ganzen Königreiche, auf die Prägung der Münze Acht zu haben.	Unknown	1791	obe , zu der die	Commission	zu schreiten	Kommission
   334246	Gesetz, Welches auf die Commission Bezug hat, welcher anbefohlen ist, in dem ganzen Königreiche, auf die Prägung der Münze Acht zu haben.	Unknown	1791	rer der	Commission	vorzulegen ,	Kommission
   334312	Gesetz, Welches auf die Commission Bezug hat, welcher anbefohlen ist, in dem ganzen Königreiche, auf die Prägung der Münze Acht zu haben.	Unknown	1791	. XVIII . Die	Commission	soll drey ih	Kommission
   334387	Gesetz, Welches auf die Commission Bezug hat, welcher anbefohlen ist, in dem ganzen Königreiche, auf die Prägung der Münze Acht zu haben.	Unknown	1791	rer der	Commission	zugestellt wer	Kommission
   334502	Gesetz, Welches auf die Commission Bezug hat, welcher anbefohlen ist, in dem ganzen Königreiche, auf die Prägung der Münze Acht zu haben.	Unknown	1791	rer der	Commission	eingehaͤndigt	Kommission
   334555	Gesetz, Welches auf die Commission Bezug hat, welcher anbefohlen ist, in dem ganzen Königreiche, auf die Prägung der Münze Acht zu haben.	Unknown	1791	 welche die	Confiskation	erkannt worden	Konfiskation
