Number	Left_Context	Keyword	Right_Context
119756322:	  Kirchen nach Cammin gehen lassen , sprechend : Was liegt mir an dem neuen Gotte , den der Bischof von 	Bamberg	 herbringet ; sehet Ihr nicht , welche schöne und große Früchte uns unsere Götter gegeben haben ? die laßt uns
119758108:	  nachdem er die Pommern bekehrt hatte , in seine Heimath zurück , daß er um die Ostern 1125 wieder gen 	Bamberg	 kam . Nach seiner Abreise geschah es , daß zuerst die Julinschen von dem neuen Glauben wieder abfielen . Dieselben
119758740:	  Die Bekehrung von Wolgast . Im Jahre 1128 , also nach vierjähriger Abwesenheit , kam der heilige Bischof Otto von 	Bamberg	 zum zweiten Male nach Pommern , um den christlichen Glauben dort , wo er während seiner Abwesenheit zu schwanken angefangen
119760243:	  den Willen des Allmächtigen Gottes , und sie ließen ab von der abgöttischen Verehrung des Baumes und seines Götzen . 	Historische	 Nachricht von den alten Einwohnern in Pommern , von Christian Zickermann , S. 17. Pommersche Provinzialblätter , I. S. 449
119760279:	  Provinzialblätter , I. S. 449 . 26. Die Götzenfliegen zu Gützkow . Im Jahre 1128 kam der Bischof Otto von 	Bamberg	 , als er zur Bekehrung der Pommern ausgezogen war , auch in das Städtlein Gützkow . Dasselbe war damals ein
119762064:	  haben . Ledeburs Archiv . 8. 213 . 31. Der schwarze Hahn des h. Otto . In dem Dome zu 	Bamberg	 zeigt man noch gegenwärtig einen silbernen Arm , in welchem Gebeine des heiligen Vitus eingefaßt sind . An dem Daumen
119763037:	  ersten Christen auf der Insel getauft seien . Dieß soll geschehen sein lange vorher , als der heilige Otto von 	Bamberg	 in das Land Pommern kam , nämlich im neunten Jahrhunderte , als fromme Mönche aus dem Kloster Corvei in Westphalen
119785845:	  zwei Töchter und seinen Sohn mit sich in das Grab hinein . Micrälius , Altes Pommerland II. S. 117. 118. 	Historische	 Nachricht von den alten Einwohnern in Pommern , von Christian Zickermann , S. 63 . 92. Die ungerathenen Kinder in
119786105:	  genöthigt gesehen hat , sie abzuhauen . Eine ähnliche Hand eines Vatermörders wird auf der Rathsbibliothek zu Stralsund verwahrt . 	Historische	 Nachricht von den alten Einwohnern in Pommern , von Christian Zickermann , S. 87. Grümbke , Darstellung der Insel Rügen
121926207:	  wohl erfahren ; die beruhrigen , muntern Franken , in ihrer romantiſchen , vielfach wechſelnden Umgebung , denen damals ihr 	Bamberg	 ein deutſches Rom war ; die geiſtvollen Voͤlker den herrlichen Rhein hinunter , die biederben Heſſen , die ſchoͤnen Thuͤringer
122605218:	  die willkürliche Unnatur der deutſchen Zerſplitterung jedem geſunden Sinne fühlbar . Es war ein Widerſinn , daß die Franken in 	Bamberg	 , die Schwaben in Memmingen ſich nunmehr als Baiern , die Pfälzer im Neckarthale ſich als Badener fühlen ſollten .
122629757:	  ſeine Marſchbefehle an die große Armee , jeden Tagemarſch mit peinlicher Genauigkeit beſtimmend . Seine Spione bereiſten die Straßen von 	Bamberg	 bis Berlin ; eine Kriegskaſſe von 24,000 Fr. war ihm genug , alles Weitere ergab ſich von ſelbſt nach dem
123030812:	  nur noch eine ſtille Landſtadt , wohin der Bauer aus dem Ries zur Schranne fuhr ; der ſtädtiſche Gewerbfleiß von 	Bamberg	 bedeutete nichts mehr neben der Betriebſamkeit der kleinen Gärtner vor den Thoren . Rothenburg mit ſeinen prangenden Kirchen und Rathhäuſern
123040909:	  und ſofort veranlaßte der Eichſtädter Bund die höchſten geiſtlichen Behörden , der Krone ihren Dank auszuſprechen . Das Generalvicariat in 	Bamberg	 verlangte das Einſchreiten der Behörden gegen eine fränkiſche Zeitung , die ſich der Sache Weſſenbergs annahm ; unter den Heißſpornen
123452791:	  ihrer ſchönen Städte wieder froh , ſeit der Schwabe Heideloff und eine ganze Schule altdeutſch geſinnter Baumeiſter in Nürnberg , 	Bamberg	 , Regensburg die verfallenden Kirchen und Prachtbauten , meiſt auf Geheiß des Königs , ſtilgetreu wiederherſtellten . Die Skulptur wollte
123478799:	  Langenſalza über Gotha nach Zelle , von da über Meiningen nach Würzburg und über Suhl , Hildburghauſen , Lichtenfels nach 	Bamberg	 . Preußen ſchoß den kleinen Herren die Gelder vor . Der Durchfuhrhandel auf den neuen Straßen wurde völlig freigegeben .
123640345:	  noch immer ſtreitig . Dieſe Schritte der Regierung erregten überall ſo tiefen Unmuth , daß die Stadträthe von Nürnberg und 	Bamberg	 ſich berechtigt hielten , an den König ſelbſt unehrerbietige Eingaben zu richten . Die Nürnberger nannten „ die unglückſelige Ordonnanz
123845807:	  Durch wiederholte Reiſen ſuchte er ſich über das Leben der katholiſchen Kirche Deutſchlands zu unterrichten . Sie führten ihn nach 	Bamberg	 , wo er den milden Erzbiſchof Frauenburg als einen Freund Preußens und Bewahrer des confeſſionellen Friedens hochſchätzen lernte , aber
123846010:	  ward nur deshalb nicht angenommen , weil Altenſtein auf dieſe Stelle einen Polen berufen wollte . Schmedding an Altenſtein , 	Bamberg	 29. Sept. 1828 . S. o. III. 216. Schmedding an Altenſtein , 5. Mai 1818 . Schmedding an Altenſtein ,
124733454:	  S. 283 . — Die Algen des süſsen Wassers , nach ihren Entwickelungsstufen dargestellt , von Nees von Esenbeck . 	Bamberg	 . 1814. S. 18. — Auffallend ist es , daſs Roth blos die Verlängerung und nie die fortrückende Bewegung der
124935639:	  her an den Backen mehr , als vorn weiß iſt , oben weiß und unten dunckel und dergleichen mehr . 	Bamberg	 , Reſidentz-Stadt und Schloß des Biſchoffs dieſes Nahmens , am Fluſſe Rednitz , welcher hindurch fleuſt , und ſich nicht
124935755:	  Mauren niederreiſſen muſten . Die Univerſitaͤt daſelbſt iſt 1585 geſtifftet worden . Von der Ritterſchafft in Francken , iſt zu 	Bamberg	 An. 1362 in der Woche nach den heil. drey Koͤnigen der neunzehende Turnier angeſtellet worden , wobey 5 Fuͤrſten ,
124935847:	  wobey 2 Fuͤrſten , 6 Grafen , 7 Freyherren , 49 Ritter und 272 Edle zugegen waren . Das Hochſtifft 	Bamberg	 , von welchem in dem Zeitungs-Lexico nachzuſehen , fuͤhret im Wappen einen ſchwartzen Loͤwen mit roth-ausgeſteckter Zunge , uͤber welchen
125303770:	  durch 11 ſteinerne und 7 hoͤltzerne Bruͤcken und Stege wieder an einander gehaͤnget werden . Sie liegt 9 Meilen von 	Bamberg	 , 15 von Wuͤrtzburg , 8 von Amberg , 12 von Donauwerth , und 28 von Franckfurt am Mayn .
125414364:	  . Von des letztern Soͤhnen verewigte den Ruhm dieſes Hauſes Lotharius Franciſcus , Chur- Fuͤrſt zu Mayntz und Biſchoff zu 	Bamberg	 , und Melchior Friedrich , welcher nebſt ſeinem gantzen Geſchlechte in den Reichs- Grafen-Stand erhoben worden , und von dem
126658355:	  aufhellen könnte . Wir ziehen es daher vor zuerst über den Bau der ausgebildeten Placenta zu sprechen und zuletzt einiges 	Historische	 und Vermuthungen über die Art und Weise der Entstehung derselben anzuführen . Nach E. H. Weber ( l. c. S.
126730670:	  der Pleura und der Leber ( p. 165. ) . Was nun ihre Function betrifft , so bringt H. das 	Historische	 derselben unter folgende Rubriken : 1. Mechanische Functionen . Nach Galen dient sie zur Befestigung der Hohlvene und der arteriösen
127726961:	  verstanden werden / Allermassen in dem Käyserlichen vnd Schwedischen Instrument befindtlich . Die Strittigkeit / so zwischen den Bischoffen respectivè 	Bamberg	 vnd Würtzburg / vnnd dem Herrn Marggraffen zu Culmbach vnd Onoltzbach / wegen deß Schlosses / Statt / Ampt vnd
127741590:	  Hauses Oesterreich / Georg Vlrich / Graff in Wolckenstein vnd Rodneck . L. S. Jm Nahmen deß Herrn Bischoffs zu 	Bamberg	 / Cornelius Gobelius . L. S. Jm Nahmen deß Herrn Bischoffs zu Würtzburg / Hertzoges in Francken / Sebastian Wilhelm
130342409:	  bey Hoff wolangeſehen / ja gar bey Keyſer Henrico IV. ein Cantzlar / der jhm Anno 1102 . das Biſchthumb 	Bamberg	 zuverwalten gegeben / als er drey vnd dreyſſig Jahr alt war . Vnd weil er von lauter Demuht vor der
130413783:	  auff jhre Seiten ſchlagen . Jnmittelſt gieng groſſe Klag vber Marggraff Georgen võn Brandenburg / daß er dem Biſchoff zu 	Bamberg	 in der geiſtlichen Bottmaͤſſigkeit Eintrag thaͤte / die Cleriſey abſchaffte / die Kirchenguͤter enteuſſerte / vnnd dannoch wider den Schwaͤbiſchen
130459613:	  Albert von Brandenburg ein voͤlliges Heer wieder die Staͤtte / Vlm vnd Nuͤrnberg / wie auch wieder die Biſchoffe von 	Bamberg	 / Wuͤrtzburg vnd Maͤyntz : vnd ob ſchon der Fried geſchloſſen / achtet er es nicht / nam Wormbß vnd
130462003:	  Sold / vnd ſahe durch die Finger / wie er hernach mit den Biſchoffen vmbgegangen / als er Schweinfort vnd 	Bamberg	 überwaͤltigte . Jedermann hatte uͤber den Marggraffen zu klagen / ſo erklaͤrte ſich der Kaͤyſer / wegen der einmahl auffgehobenen
130559883:	  / jmmer viel zu rahten war . Zu deme noch kommen / was Aach / Coͤln / Braunſchweig / vnd 	Bamberg	 vor Jrꝛungen verurſachet . Jn dem Land zu Wuͤrtemberg gedachten ſie eine Feſtung zu nehmen / vnd vier Regiment zu
130608879:	  Alſo iſt bekant daß Henricus II. Roͤm. Kayſer vmb das Jahr 1007 . auff Reinaldi / deß letzten Graffen zu 	Bamberg	 / ohne Hinderlaſſung Mannlicher Leibs Erben erfolgtes Abſterben / die vmb Bamberg gelegne Landſchafft zu dem / von jhme daſelbſt
130608891:	  . auff Reinaldi / deß letzten Graffen zu Bamberg / ohne Hinderlaſſung Mannlicher Leibs Erben erfolgtes Abſterben / die vmb 	Bamberg	 gelegne Landſchafft zu dem / von jhme daſelbſt / im Namen S. Gregorij auffgerichten newen Biſtumb / geſchlagen hat .
130609931:	  Reich wieder einverleiben . Darumb hat Henricus III. Roͤm. Kayſer / Clementem II. vorhero bekandt / als ein Biſchoff zu 	Bamberg	 / vnder dem Namen Suidger / oder Zindeker / ein gebornen Teutſchen / vnd nach empfangenem toͤdlichen Gifft / zu
130609952:	  / vnder dem Namen Suidger / oder Zindeker / ein gebornen Teutſchen / vnd nach empfangenem toͤdlichen Gifft / zu 	Bamberg	 begraben : fuͤrters Anno 1048 . Damaſum II. vnnd im folgenden Jahr Leonem IX. fuͤr einen Roͤm . Bapſt abermahl
130612122:	  Coͤlln / das Hertzogthumb Engern / vnnd Weſtphalen . Vnd vnder den Biſtumben / Augſpurg / die Graffſchafft Dillingen / 	Bamberg	 / das darumb gelegene Fuͤrſtenthum / Bremen / die Graffſchafft Staden : Chur Land / ein groſſe Anzahl Veſtung vnnd
130612876:	  das Ertz Stifft Biſantz / 6000 . guͤlden : das Ertz Stifft Bremen / 1072 guͤlden . der Biſchoff zu 	Bamberg	 574. guͤlden : der Biſchoff zu Wuͤrtzburg / 1622 . gülden : der Biſchoff zu Wormbs / 101. guͤlden :
130640233:	  vnd Philippsburg / weil der Koͤnig in Schweden nicht trawen wollen / auß Veſachen / daß jhn der Biſchoff zu 	Bamberg	 mit den Tractaten vmbgefuͤhret . Pfaltz Newburg / vnnd Statt Coͤln erlangten nichts / weil ſie den Kayſeriſchen / Spaniſchen
130642322:	  heymgeſtellt . Jn deß nun der Koͤnig in Schweden am Rheinſtrom ſein Vorhaben werckſtellig gemacht / vnnd der Biſchoff von 	Bamberg	 einen Ruͤcken an dem Tilly in der naͤhe gefunden / wurd der Koͤnig verurſacht / den Feld Marſchalck Horn nach
130642343:	  einen Ruͤcken an dem Tilly in der naͤhe gefunden / wurd der Koͤnig verurſacht / den Feld Marſchalck Horn nach 	Bamberg	 zu commendiren / daſelbſt es Kappen geregnet / daß der Koͤnig ſelbſt nach Francken anzoge / darumb jhm Tilly /
130727364:	  / zwey vnd dreyſigſten Jahrs / Weylandt Herꝛ Graff von Tylli Seel : den Schwediſchen Feldt Marſchalck Horn / bey 	Bamberg	 geſchlagen / darauff der Koͤnig in Schweden / ſich mit gantzer Macht / von dem Rhein / vnd Maynſtromb herauff
130771739:	  retirada nicht viel mehr uͤber die Bagage moͤgen angewinnen . Vnd weil die Weinamriſche Armee / ſo in dem Stifft 	Bamberg	 ſich erquicket / vnd reich gemachet / mit den Frantzoſen nach dem Voitland gieng / fand er ſich bald wieder
130803202:	  Heſſiſchen Weſen nicht abwarten / ſondern muſte die Oeſterꝛeichiſche vnnd Beyeriſche Laͤnder ſuchen zubedecken . Wie dann die Kayſeriſche vff 	Bamberg	 vnnd forter nach Forchheim / die Beyerſche vff Kitzingen vnnd Windsheym gezogen . Die Schwediſche aber vber Caſſel nach Neuſtatt
131788815:	  Daheim und in der Fremde . Reitlinger , Edm. , Freie Blicke . Populärwissenschaftliche Aufsätze . Schmidt , Adolf , 	Historische	 Epochen und Katastrophen . Sybel , H. v. , Vorträge und Aufsätze . Serie II Auerbach , Berthold , Tausend
132668940:	  vom wechselnden monde ( fgm. 786 ) , der ewig kreisenden bärin ( Tr. 130 ) ein gleichnis nimmt . 	Historische	 studien in gewissem sinne forderte von dem tragiker sein beruf . denn er behandelte ja einen ὢν λόγος ; nur
133591479:	  de ſuperficies & pour toiſer exactement . Es verdienet auch ihr Lob des Chriſtoph Clavii , eines beruͤhmten Jeſuiten zu 	Bamberg	 / Geometria practica , die in dem andern Theile ſeiner Wercke zu finden / auch vorhin beſonders gedruckt worden .
133601607:	  ihm nicht lernen . §. 11. Carolus Philippus Dieuſſart hat in ſeinem in Teutſcher Sprache herausgegebenem Theatro Architecturæ Civilis ( 	Bamberg	 1697 in Reg. fol. 1 Alph. 3 Bog. Tabb . LXV. ) nicht allein die zur Baukunſt noͤthigen Regeln gegeben
133941973:	  den gantzen Hinterſten bedecket . Aniſum , Abſinthium dulce , gemeiner Anis , iſt ein bekannter Saamen , wird zu 	Bamberg	 im Francken-Lande haͤuffig gezogen , und in Deutſchland aller Orten verfuͤhret ; es kommt auch eine Art aus Jtalien uͤber
134064423:	  . Fœni græci ſemen , Griechiſch Heu- oder Bocks-Horn-Saame , wird ſowol in Franckreich , als in Teutſchland , zwiſchen 	Bamberg	 und Nuͤrnberg , haͤuffig gezogen ; das Kraut hat zweyfache Blaͤtter wie der Klee , und wenn die kleinen weiſſen
134076179:	  , auswendig braun , inwendig gelb , und hat einen ſuͤſſen Geſchmack ; wird in Candia und in Teutſchland um 	Bamberg	 in groſſer Menge gezogen , und in andere Laͤnder verfuͤhret . Dieſe Wurtzel kommt von einem Strauch her , ſo
134394256:	  blos die natuͤrliche Gesetze allein zu supponiren . Zum Exempel , wenn die Erzehlung von der Zunge Johannis Nepomuceni ihre 	Historische	 Gewißheit hat , so weiß ich nicht , ob nicht der die Graͤntzen seines Verstandes sich zu groß einbildete ,
135922268:	  Makrobiotik ‟ hervorgehobenen , höchſt merkwürdigen und in keiner Weiſe ſchlecht bezeugten Fall des 116jährigen Greiſen zu Rechingen , Oberamt 	Bamberg	 , welcher in ſo hohem Alter , vier Jahre vor ſeinem 1791 erfolgten Tode , noch einmal einen Zahnwechſel (
136446651:	  darauß / die bringt man zu uns . Man findet es auch reichlich in Teutſchland / inſonderheit umb die Statt 	Bamberg	 . Jn Franckreich bey Narbona waͤchßt es an vielen orten von ihm ſelber / ſonderlich bey dem Staͤttlein Latara /
