Belegtext	Animacy_finegrained	Lemma	PoS	Ort	Jahr	upperCase	Sprachraum.ost.west	weiblich	Kompositum	Period	Animacy3	Animacy	Freq
Jahren	abstrakt	jahr	NN	Günzburg	1613	TRUE	0		0	2	abstract	0	79
Jahren	abstrakt	jahr	NN	Güstrow	1615	TRUE	1		0	2	abstract	0	79
Jahre	abstrakt Maß	jahr	NN	Güstrow	1615	TRUE	1		0	2	abstract	0	79
Jahren	abstrakt Maß	jahr	NN	Güstrow	1615	TRUE	1		0	2	abstract	0	79
Jahren	abstrakt Maß	jahr	NN	Güstrow	1615	TRUE	1		0	2	abstract	0	79
Jahr	abstrakt Maß	jahr	NN	Güstrow	1615	TRUE	1		0	2	abstract	0	79
Jhar	abstrakt	jahr	NN	Hamm	1592	TRUE	0		0	1	abstract	0	79
Jharen	abstrakt Maß	jahr	NN	Hamm	1592	TRUE	0		0	1	abstract	0	79
Jharß	abstrakt	jahr	NN	Hamm	1592	TRUE	0		0	1	abstract	0	79
Jharen	abstrakt Maß	jahr	NN	Hamm	1592	TRUE	0		0	1	abstract	0	79
Jairen	abstrakt Maß	jahr	NN	Jever	1592	TRUE	0		0	1	abstract	0	79
Jairen	abstrakt Maß	jahr	NN	Jever	1592	TRUE	0		0	1	abstract	0	79
Jairn	abstrakt Maß	jahr	NN	Jever	1592	TRUE	0		0	1	abstract	0	79
Jairn	abstrakt Maß	jahr	NN	Jever	1592	TRUE	0		0	1	abstract	0	79
Jhairn	abstrakt Maß	jahr	NN	Jever	1592	TRUE	0		0	1	abstract	0	79
Jairen	abstrakt Maß	jahr	NN	Jever	1592	TRUE	0		0	1	abstract	0	79
Jair	abstrakt	jahr	NN	Jever	1592	TRUE	0		0	1	abstract	0	79
Jahren	abstrakt Maß	jahr	NN	Lemberg	1630	TRUE	0		0	3	abstract	0	79
Jahren	abstrakt Maß	jahr	NN	Lemberg	1630	TRUE	0		0	3	abstract	0	79
Jahren	abstrakt Maß	jahr	NN	Lemberg	1630	TRUE	0		0	3	abstract	0	79
Jahr	abstrakt	jahr	NN	Lemberg	1630	TRUE	0		0	3	abstract	0	79
Jahren	abstrakt Maß	jahr	NN	Lemberg	1630	TRUE	0		0	3	abstract	0	79
Jahren	abstrakt Maß	jahr	NN	Meldorf	1618	TRUE	0		0	2	abstract	0	79
Jaren	abstrakt Maß	jahr	NN	Meldorf	1618	TRUE	0		0	2	abstract	0	79
Jahr	abstrakt Maß	jahr	NN	Meldorf	1618	TRUE	0		0	2	abstract	0	79
Jahr	abstrakt Maß	jahr	NN	Meldorf	1618	TRUE	0		0	2	abstract	0	79
Jar	abstrakt	jahr	NN	München	1600	TRUE	1		0	1	abstract	0	79
Jar	abstrakt	jahr	NN	München	1600	TRUE	1		0	1	abstract	0	79
Jar	abstrakt Maß	jahr	NN	München	1600	TRUE	1		0	1	abstract	0	79
Jar	abstrakt Maß	jahr	NN	München	1600	TRUE	1		0	1	abstract	0	79
Jahr	abstrakt Maß	jahr	NN	Ostrau	1628	TRUE	1		0	3	abstract	0	79
Jahren	abstrakt Maß	jahr	NN	Ostrau	1628	TRUE	1		0	3	abstract	0	79
Jharen	abstrakt Maß	jahr	NN	Perleberg	1588	TRUE	1		0	1	abstract	0	79
Jharen	abstrakt Maß	jahr	NN	Perleberg	1588	TRUE	1		0	1	abstract	0	79
Jha ren	abstrakt Maß	jahr	NN	Perleberg	1588	TRUE	1		0	1	abstract	0	79
Jharen	abstrakt Maß	jahr	NN	Perleberg	1588	TRUE	1		0	1	abstract	0	79
Jhars	abstrakt Maß	jahr	NN	Perleberg	1588	TRUE	1		0	1	abstract	0	79
Jharen	abstrakt Maß	jahr	NN	Perleberg	1588	TRUE	1		0	1	abstract	0	79
Jha ren	abstrakt Maß	jahr	NN	Perleberg	1588	TRUE	1		0	1	abstract	0	79
Jaren	abstrakt Maß	jahr	NN	Riedlingen	1596	TRUE	0		0	1	abstract	0	79
Jaren	abstrakt Maß	jahr	NN	Riedlingen	1596	TRUE	0		0	1	abstract	0	79
Jarß	abstrakt	jahr	NN	Riedlingen	1596	TRUE	0		0	1	abstract	0	79
Jaren	abstrakt Maß	jahr	NN	Riedlingen	1596	TRUE	0		0	1	abstract	0	79
Jar	abstrakt Maß	jahr	NN	Riedlingen	1596	TRUE	0		0	1	abstract	0	79
Jahr	abstrakt Maß	jahr	NN	Rosenburg	1618	TRUE	1		0	2	abstract	0	79
iahre	abstrakt Maß	jahr	NN	Rosenburg	1618	FALSE	1		0	2	abstract	0	79
iahren	abstrakt Maß	jahr	NN	Rosenburg	1618	FALSE	1		0	2	abstract	0	79
iahr	abstrakt Maß	jahr	NN	Rosenburg	1618	FALSE	1		0	2	abstract	0	79
Jhar	abstrakt Maß	jahr	NN	Schweinfurt	1616	TRUE	1		0	2	abstract	0	79
iahr	abstrakt Maß	jahr	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	79
Jarmärckten	abstrakt	jahrmarkt	NN	München	1600	TRUE	1		1	1	abstract	0	2
Jarmärkten	abstrakt	jahrmarkt	NN	München	1600	TRUE	1		1	1	abstract	0	2
Jam- mer	abstrakt	jammer	NN	Perleberg	1588	TRUE	1		0	1	abstract	0	1
ieder	menschlich	jeder	NN	Rosenburg	1618	FALSE	1		0	2	animate	2	1
Jenige	abstrakt	jenig	NN	Baden-Baden	1628	TRUE	0		0	3	abstract	0	2
Jennige	abstrakt	jenig	NN	Jever	1592	TRUE	0		0	1	abstract	0	2
Jope	konkret	jope	NN	Stralsund	1630	TRUE	1		0	3	concrete	1	1
Jung	menschlich	jung	NN	Schweinfurt	1616	TRUE	1		0	2	animate	2	1
Jung	menschlich	junge	NN	Schweinfurt	1616	TRUE	1	n	0	2	animate	4	11
Jung	menschlich	junge	NN	Schweinfurt	1616	TRUE	1	n	0	2	animate	4	11
Jung	menschlich	junge	NN	Schweinfurt	1616	TRUE	1	n	0	2	animate	4	11
Jung	menschlich	junge	NN	Schweinfurt	1616	TRUE	1	n	0	2	animate	4	11
Jungen	menschlich	junge	NN	Schweinfurt	1616	TRUE	1	n	0	2	animate	4	11
Jungen	menschlich	junge	NN	Schweinfurt	1616	TRUE	1	n	0	2	animate	4	11
Jungen	menschlich	junge	NN	Schweinfurt	1616	TRUE	1	n	0	2	animate	4	11
Junge	menschlich	junge	NN	Schweinfurt	1616	TRUE	1	n	0	2	animate	4	11
Jungen	menschlich	junge	NN	Schweinfurt	1616	TRUE	1	n	0	2	animate	4	11
Jung	menschlich	junge	NN	Schweinfurt	1616	TRUE	1	n	0	2	animate	4	11
Junffer	menschlich	jungfer	NN	Alme	1630	TRUE	0	j	0	3	animate	3	1
Jungfraw	menschlich	jungfrau	NN	Bamberg	1628	TRUE	1	j	0	3	animate	3	2
Jungkfraw	übermenschlich positiv	jungfrau	NN	Güstrow	1615	TRUE	1	j	0	2	animate	3	2
Junckhern	menschlich	junker	NB	Lemberg	1630	TRUE	0	n	0	3	animate	4	1
kalb	tierisch	kalb	NN	Alme	1630	FALSE	0		0	3	animate	2	1
kelbgen	tierisch	kälbchen	NN	Hamm	1592	FALSE	0		0	1	animate	2	1
Kälblin	tierisch	kälblein	NN	Riedlingen	1596	TRUE	0		0	1	animate	2	1
Camer	konkret	kammer	NN	Baden-Baden	1628	TRUE	0		0	3	concrete	1	3
Cammer	konkret	kammer	NN	Günzburg	1613	TRUE	0		0	2	concrete	1	3
Cammer	konkret	kammer	NN	Güstrow	1615	TRUE	1		0	2	concrete	1	3
kannen	konkret	kanne	NN	Georgenthal	1597	FALSE	1		0	1	concrete	1	1
Cantzley	konkret	kanzlei	NN	Georgenthal	1597	TRUE	1		0	1	concrete	1	3
Cantzley	konkret	kanzlei	NN	Georgenthal	1597	TRUE	1		0	1	concrete	1	3
Cantzeley	konkret	kanzlei	NN	Rosenburg	1618	TRUE	1		0	2	concrete	1	3
Cantzlern	menschlich	kanzler	NB	Bamberg	1628	TRUE	1	n	0	3	animate	4	3
Cantzler	menschlich	kanzler	NN	Bamberg	1628	TRUE	1	n	0	3	animate	4	3
Cantzler	menschlich	kanzler	NB	Bamberg	1628	TRUE	1	n	0	3	animate	4	3
katzen	tierisch	katze	NN	Alme	1630	FALSE	0		0	3	animate	2	6
katzen	tierisch	katze	NN	Alme	1630	FALSE	0		0	3	animate	2	6
kattenn	konkret	katze	NN	Jever	1592	FALSE	0		0	1	concrete	1	6
katz	tierisch	katze	NN	Lemberg	1630	FALSE	0		0	3	animate	2	6
katze	tierisch	katze	NN	Stralsund	1630	FALSE	1		0	3	animate	2	6
katzen	tierisch	katze	NN	Stralsund	1630	FALSE	1		0	3	animate	2	6
katzenhirn	konkret	katzenhirn	NN	Lemberg	1630	FALSE	0		1	3	concrete	1	1
katzen muntze	konkret	katzenminze	NN	Stralsund	1630	FALSE	1		1	3	concrete	1	1
kell	konkret	kelle	NN	Jever	1592	FALSE	0		0	1	concrete	1	1
keller	konkret	keller	NN	Georgenthal	1597	FALSE	1		0	1	concrete	1	3
keller	konkret	keller	NN	Georgenthal	1597	FALSE	1		0	1	concrete	1	3
keller	konkret	keller	NN	Schweinfurt	1616	FALSE	1		0	2	concrete	1	3
kerll	menschlich	kerl	NN	Güstrow	1615	FALSE	1	n	0	2	animate	4	1
Kherznliechtl	abstrakt	kerzenlicht	NN	München	1600	TRUE	1		1	1	abstract	0	1
Khessler	menschlich	kesseler	NB	München	1600	TRUE	1	n	0	1	animate	4	1
Ketten	konkret	kette	NN	Riedlingen	1596	TRUE	0		0	1	concrete	1	1
kiseln	konkret	kiesel	NN	Schweinfurt	1616	FALSE	1		0	2	concrete	1	2
Kiesel	konkret	kiesel	NN	Schweinfurt	1616	TRUE	1		0	2	concrete	1	2
khindt	menschlich	kind	NN	Baden-Baden	1628	FALSE	0		0	3	animate	2	31
khindt	menschlich	kind	NN	Baden-Baden	1628	FALSE	0		0	3	animate	2	31
khindt	menschlich	kind	NN	Baden-Baden	1628	FALSE	0		0	3	animate	2	31
kindt	menschlich	kind	NN	Gaugrehweiler	1610	FALSE	0		0	2	animate	2	31
kindt	menschlich	kind	NN	Gaugrehweiler	1610	FALSE	0		0	2	animate	2	31
kindt	menschlich	kind	NN	Gaugrehweiler	1610	FALSE	0		0	2	animate	2	31
kindt	menschlich	kind	NN	Gaugrehweiler	1610	FALSE	0		0	2	animate	2	31
kindts	menschlich	kind	NN	Gaugrehweiler	1610	FALSE	0		0	2	animate	2	31
kindt	menschlich	kind	NN	Gaugrehweiler	1610	FALSE	0		0	2	animate	2	31
kindt	menschlich	kind	NN	Gaugrehweiler	1610	FALSE	0		0	2	animate	2	31
khindt	menschlich	kind	NN	Günzburg	1613	FALSE	0		0	2	animate	2	31
Khinder	menschlich	kind	NN	Günzburg	1613	TRUE	0		0	2	animate	2	31
khindt	menschlich	kind	NN	Günzburg	1613	FALSE	0		0	2	animate	2	31
khindt	menschlich	kind	NN	Günzburg	1613	FALSE	0		0	2	animate	2	31
khindts	menschlich	kind	NN	Günzburg	1613	FALSE	0		0	2	animate	2	31
khindt	menschlich	kind	NN	Günzburg	1613	FALSE	0		0	2	animate	2	31
kinder	menschlich	kind	NN	Güstrow	1615	FALSE	1		0	2	animate	2	31
kinder	menschlich	kind	NN	Güstrow	1615	FALSE	1		0	2	animate	2	31
Khinder	menschlich	kind	NN	Hamm	1592	TRUE	0		0	1	animate	2	31
kindt	menschlich	kind	NN	Meldorf	1618	FALSE	0		0	2	animate	2	31
kinder	menschlich	kind	NN	München	1600	FALSE	1		0	1	animate	2	31
kinder	menschlich	kind	NN	München	1600	FALSE	1		0	1	animate	2	31
Kinder	menschlich	kind	NN	München	1600	TRUE	1		0	1	animate	2	31
Kinder	menschlich	kind	NN	München	1600	TRUE	1		0	1	animate	2	31
Kindt	menschlich	kind	NN	München	1600	TRUE	1		0	1	animate	2	31
kindes	menschlich	kind	NN	Ostrau	1628	FALSE	1		0	3	animate	2	31
kindt	menschlich	kind	NN	Ostrau	1628	FALSE	1		0	3	animate	2	31
kindt	menschlich	kind	NN	Ostrau	1628	FALSE	1		0	3	animate	2	31
kinder	menschlich	kind	NN	Perleberg	1588	FALSE	1		0	1	animate	2	31
kind	menschlich	kind	NN	Riedlingen	1596	FALSE	0		0	1	animate	2	31
kindeken	menschlich	kindchen	NN	Meldorf	1618	FALSE	0		0	2	animate	2	1
kindes händtelin	konkret Körperteil	kinderhand	NN	München	1600	FALSE	1		1	1	concrete	1	5
kindtshändtl	konkret Körperteil	kinderhand	NN	München	1600	FALSE	1		1	1	concrete	1	5
kindes händtel	konkret Körperteil	kinderhand	NN	München	1600	FALSE	1		1	1	concrete	1	5
Khindshäntl	konkret Körperteil	kinderhand	NN	München	1600	TRUE	1		1	1	concrete	1	5
Kindshäntl	konkret Körperteil	kinderhand	NN	München	1600	TRUE	1		1	1	concrete	1	5
kindlein	menschlich	kindlein	NN	Georgenthal	1597	FALSE	1		0	1	animate	2	3
kindlein	menschlich	kindlein	NN	Riedlingen	1596	FALSE	0		0	1	animate	2	3
Kindlin	menschlich	kindlein	NN	Riedlingen	1596	TRUE	0		0	1	animate	2	3
kirchen	konkret	kirche	NN	Alme	1630	FALSE	0		0	3	concrete	1	5
kirchen	konkret	kirche	NN	München	1600	FALSE	1		0	1	concrete	1	5
Kirchen	konkret	kirche	NN	Schweinfurt	1616	TRUE	1		0	2	concrete	1	5
kirche	konkret	kirche	NN	Stralsund	1630	FALSE	1		0	3	concrete	1	5
kirchtägen	abstrakt	kirchtag	NN	München	1600	FALSE	1		0	1	abstract	0	5
kirchtägen	abstrakt	kirchtag	NN	München	1600	FALSE	1		0	1	abstract	0	5
Kirchtäg	abstrakt	kirchtag	NN	München	1600	TRUE	1		0	1	abstract	0	5
Kirchtegen	abstrakt	kirchtag	NN	München	1600	TRUE	1		0	1	abstract	0	5
Kirchtegen	abstrakt	kirchtag	NN	München	1600	TRUE	1		0	1	abstract	0	5
clage puncten	abstrakt	klagepunkt	NN	Hamm	1592	FALSE	0		1	1	abstract	0	2
clage puncten	abstrakt	klagepunkt	NN	Hamm	1592	FALSE	0		1	1	abstract	0	2
Cleger	menschlich	kläger	NN	Hamm	1592	TRUE	0	n	0	1	animate	4	5
Clegern	menschlich	kläger	NN	Hamm	1592	TRUE	0	n	0	1	animate	4	5
Cleger	menschlich	kläger	NN	Hamm	1592	TRUE	0	n	0	1	animate	4	5
Cleger	menschlich	kläger	NN	Hamm	1592	TRUE	0	n	0	1	animate	4	5
Clegern	menschlich	kläger	NN	Meldorf	1618	TRUE	0	n	0	2	animate	4	5
Clägerin	menschlich	klägerin	NN	Schweinfurt	1616	TRUE	1	j	0	2	animate	3	7
Clägerin	menschlich	klägerin	NN	Schweinfurt	1616	TRUE	1	j	0	2	animate	3	7
Clägerin	menschlich	klägerin	NN	Schweinfurt	1616	TRUE	1	j	0	2	animate	3	7
Clägerin	menschlich	klägerin	NN	Schweinfurt	1616	TRUE	1	j	0	2	animate	3	7
Clägerin	menschlich	klägerin	NN	Schweinfurt	1616	TRUE	1	j	0	2	animate	3	7
Clägerin	menschlich	klägerin	NN	Schweinfurt	1616	TRUE	1	j	0	2	animate	3	7
Clägerin	menschlich	klägerin	NN	Schweinfurt	1616	TRUE	1	j	0	2	animate	3	7
Kleeblath	konkret	kleeblatt	NN	Bamberg	1628	TRUE	1		0	3	concrete	1	1
kleidern	konkret	kleid	NN	Alme	1630	FALSE	0		0	3	concrete	1	8
kleideren	konkret	kleid	NN	Alme	1630	FALSE	0		0	3	concrete	1	8
kleider	konkret	kleid	NN	Alme	1630	FALSE	0		0	3	concrete	1	8
klaider	konkret	kleid	NN	Baden-Baden	1628	FALSE	0		0	3	concrete	1	8
kledere	konkret	kleid	NN	Jever	1592	FALSE	0		0	1	concrete	1	8
Kleider	konkret	kleid	NN	Jever	1592	TRUE	0		0	1	concrete	1	8
kleidern	konkret	kleid	NN	Lemberg	1630	FALSE	0		0	3	concrete	1	8
kleide	konkret	kleid	NN	Ostrau	1628	FALSE	1		0	3	concrete	1	8
Khlaider	konkret	kleider	NN	München	1600	TRUE	1		0	1	concrete	1	1
kleidunge	konkret Kollektivum	kleidung	NN	Ostrau	1628	FALSE	1		0	3	concrete	1	1
knecht	menschlich	knecht	NN	Baden-Baden	1628	FALSE	0	n	0	3	animate	4	5
knechtt	menschlich	knecht	NB	Güstrow	1615	FALSE	1	n	0	2	animate	4	5
knechtt	menschlich	knecht	NB	Güstrow	1615	FALSE	1	n	0	2	animate	4	5
knechte	menschlich	knecht	NN	Jever	1592	FALSE	0	n	0	1	animate	4	5
knecht	menschlich	knecht	NB	Rosenburg	1618	FALSE	1	n	0	2	animate	4	5
knie	konkret Körperteil	knie	NN	Alme	1630	FALSE	0		0	3	concrete	1	4
knie	konkret Körperteil	knie	NN	Gaugrehweiler	1610	FALSE	0		0	2	concrete	1	4
Khnie	konkret Körperteil	knie	NN	München	1600	TRUE	1		0	1	concrete	1	4
knochen	konkret Körperteil	knochen	NN	Stralsund	1630	FALSE	1		0	3	concrete	1	1
kopff	konkret Körperteil	kopf	NN	Alme	1630	FALSE	0		0	3	concrete	1	15
kop	konkret Körperteil	kopf	NN	Alme	1630	FALSE	0		0	3	concrete	1	15
kop	konkret Körperteil	kopf	NN	Alme	1630	FALSE	0		0	3	concrete	1	15
kop	konkret Körperteil	kopf	NN	Alme	1630	FALSE	0		0	3	concrete	1	15
Khopff	konkret Körperteil	kopf	NN	Baden-Baden	1628	TRUE	0		0	3	concrete	1	15
kopff	konkret Körperteil	kopf	NN	Gaugrehweiler	1610	FALSE	0		0	2	concrete	1	15
kopff	konkret Körperteil	kopf	NN	Georgenthal	1597	FALSE	1		0	1	concrete	1	15
kopffne	konkret Körperteil	kopf	NN	Günzburg	1613	FALSE	0		0	2	concrete	1	15
kopff	konkret	kopf	NN	Hamm	1592	FALSE	0		0	1	concrete	1	15
kopf	konkret Körperteil	kopf	NN	Jever	1592	FALSE	0		0	1	concrete	1	15
koppe	konkret Körperteil	kopf	NN	Meldorf	1618	FALSE	0		0	2	concrete	1	15
Khopf	konkret Körperteil	kopf	NN	München	1600	TRUE	1		0	1	concrete	1	15
kopff	konkret Körperteil	kopf	NN	Ostrau	1628	FALSE	1		0	3	concrete	1	15
kopf	konkret Körperteil	kopf	NN	Ostrau	1628	FALSE	1		0	3	concrete	1	15
kopf	konkret Körperteil	kopf	NN	Rosenburg	1618	FALSE	1		0	2	concrete	1	15
kornn	konkret Kollektivum	korn	NN	Georgenthal	1597	FALSE	1		0	1	concrete	1	5
korns	konkret Kollektivum	korn	NN	Georgenthal	1597	FALSE	1		0	1	concrete	1	5
Korn	konkret Kollektivum	korn	NN	Güstrow	1615	TRUE	1		0	2	concrete	1	5
korns	konkret Kollektivum	korn	NN	Güstrow	1615	FALSE	1		0	2	concrete	1	5
korn	konkret	korn	NN	Schweinfurt	1616	FALSE	1		0	2	concrete	1	5
Kornhauffen	konkret	kornhaufe	NN	Rosenburg	1618	TRUE	1		1	2	concrete	1	1
kost	konkret	kost	NN	Riedlingen	1596	FALSE	0		0	1	concrete	1	1
costens	abstrakt	kosten	NN	Hamm	1592	FALSE	0		0	1	abstract	0	1
Crafft	abstrakt	kraft	NN	Bamberg	1628	TRUE	1		0	3	abstract	0	3
Crafft	abstrakt	kraft	NN	Riedlingen	1596	TRUE	0		0	1	abstract	0	3
Kraft	abstrakt	kraft	NN	Rosenburg	1618	TRUE	1		0	2	abstract	0	3
Khramer	menschlich	kramer	NB	München	1600	TRUE	1	n	0	1	animate	4	3
Khramer	menschlich	kramer	NB	München	1600	TRUE	1	n	0	1	animate	4	3
Khramer	menschlich	kramer	NB	München	1600	TRUE	1	n	0	1	animate	4	3
kranckheit	abstrakt	krankheit	NN	Günzburg	1613	FALSE	0		0	2	abstract	0	11
kranckheit	abstrakt	krankheit	NN	Meldorf	1618	FALSE	0		0	2	abstract	0	11
Krankheiten	abstrakt	krankheit	NN	München	1600	TRUE	1		0	1	abstract	0	11
Kranckheiten	abstrakt	krankheit	NN	München	1600	TRUE	1		0	1	abstract	0	11
Krankheit	abstrakt	krankheit	NN	München	1600	TRUE	1		0	1	abstract	0	11
Kranckheit	abstrakt	krankheit	NN	Rosenburg	1618	TRUE	1		0	2	abstract	0	11
kranckheit	abstrakt	krankheit	NN	Rosenburg	1618	FALSE	1		0	2	abstract	0	11
kranckheitt	abstrakt	krankheit	NN	Rosenburg	1618	FALSE	1		0	2	abstract	0	11
Kranckheit	abstrakt	krankheit	NN	Rosenburg	1618	TRUE	1		0	2	abstract	0	11
Kranckheit	abstrakt	krankheit	NN	Schweinfurt	1616	TRUE	1		0	2	abstract	0	11
kranckheitt	abstrakt	krankheit	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	11
krantz	konkret	kranz	NN	Rosenburg	1618	FALSE	1		0	2	concrete	1	1
Kräntz- lein	konkret	kränzlein	NN	Baden-Baden	1628	TRUE	0		0	3	concrete	1	2
kräntzlein	konkret	kränzlein	NN	Baden-Baden	1628	FALSE	0		0	3	concrete	1	2
kraut	konkret	kraut	NN	Gaugrehweiler	1610	FALSE	0		0	2	concrete	1	7
kreuttern	konkret	kraut	NN	Perleberg	1588	FALSE	1		0	1	concrete	1	7
Kreutern	konkret	kraut	NN	Riedlingen	1596	TRUE	0		0	1	concrete	1	7
krautt	konkret	kraut	NN	Stralsund	1630	FALSE	1		0	3	concrete	1	7
krautt	konkret	kraut	NN	Stralsund	1630	FALSE	1		0	3	concrete	1	7
kreuter	konkret	kraut	NN	Stralsund	1630	FALSE	1		0	3	concrete	1	7
krautt	konkret	kraut	NN	Stralsund	1630	FALSE	1		0	3	concrete	1	7
kreis	konkret	kreis	NN	Schweinfurt	1616	FALSE	1		0	2	concrete	1	1
Creütz	konkret	kreuz	NN	Bamberg	1628	TRUE	1		0	3	concrete	1	4
Creutz	konkret	kreuz	NN	Georgenthal	1597	TRUE	1		0	1	concrete	1	4
kreutz	konkret	kreuz	NN	Perleberg	1588	FALSE	1		0	1	concrete	1	4
kreütz	konkret	kreuz	NN	Schweinfurt	1616	FALSE	1		0	2	concrete	1	4
Kreizer	konkret	kreuzer	NN	München	1600	TRUE	1		0	1	concrete	1	2
kreuzer	konkret	kreuzer	NN	München	1600	FALSE	1		0	1	concrete	1	2
krieg	abstrakt	krieg	NN	Gaugrehweiler	1610	FALSE	0		0	2	abstract	0	1
krieger	menschlich	krieger	NN	Lemberg	1630	FALSE	0	n	0	3	animate	4	1
Cristall	konkret	kristall	NN	Stralsund	1630	TRUE	1		0	3	concrete	1	6
Cristalle	konkret	kristall	NN	Stralsund	1630	TRUE	1		0	3	concrete	1	6
Cristalle	konkret	kristall	NN	Stralsund	1630	TRUE	1		0	3	concrete	1	6
Christalle	konkret	kristall	NN	Stralsund	1630	TRUE	1		0	3	concrete	1	6
Cristallen	konkret	kristall	NN	Stralsund	1630	TRUE	1		0	3	concrete	1	6
krücken	konkret	krücke	NN	Alme	1630	FALSE	0		0	3	concrete	1	1
kuchen	konkret	küche	NN	Hamm	1592	FALSE	0		0	1	concrete	1	1
Khu	tierisch	kuh	NN	Baden-Baden	1628	TRUE	0		0	3	animate	2	29
Khüen	tierisch	kuh	NN	Baden-Baden	1628	TRUE	0		0	3	animate	2	29
kue	tierisch	kuh	NN	Gaugrehweiler	1610	FALSE	0		0	2	animate	2	29
kue	tierisch	kuh	NN	Gaugrehweiler	1610	FALSE	0		0	2	animate	2	29
kue	tierisch	kuh	NN	Gaugrehweiler	1610	FALSE	0		0	2	animate	2	29
kue	tierisch	kuh	NN	Gaugrehweiler	1610	FALSE	0		0	2	animate	2	29
Kühe	tierisch	kuh	NN	Georgenthal	1597	TRUE	1		0	1	animate	2	29
Kuhe	tierisch	kuh	NN	Georgenthal	1597	TRUE	1		0	1	animate	2	29
Kühe	tierisch	kuh	NN	Georgenthal	1597	TRUE	1		0	1	animate	2	29
kühe	tierisch	kuh	NN	Georgenthal	1597	FALSE	1		0	1	animate	2	29
khue	tierisch	kuh	NN	Günzburg	1613	FALSE	0		0	2	animate	2	29
kouwe	tierisch	kuh	NN	Hamm	1592	FALSE	0		0	1	animate	2	29
kho	tierisch	kuh	NN	Jever	1592	FALSE	0		0	1	animate	2	29
khue	tierisch	kuh	NN	Jever	1592	FALSE	0		0	1	animate	2	29
khue	tierisch	kuh	NN	Jever	1592	FALSE	0		0	1	animate	2	29
khue	tierisch	kuh	NN	Jever	1592	FALSE	0		0	1	animate	2	29
kueh	tierisch	kuh	NN	Lemberg	1630	FALSE	0		0	3	animate	2	29
kho	tierisch	kuh	NN	Meldorf	1618	FALSE	0		0	2	animate	2	29
kho	tierisch	kuh	NN	Meldorf	1618	FALSE	0		0	2	animate	2	29
kho	tierisch	kuh	NN	Meldorf	1618	FALSE	0		0	2	animate	2	29
Kuhe	tierisch	kuh	NN	Rosenburg	1618	TRUE	1		0	2	animate	2	29
Kuhe	tierisch	kuh	NN	Schweinfurt	1616	TRUE	1		0	2	animate	2	29
Kuhe	tierisch	kuh	NN	Schweinfurt	1616	TRUE	1		0	2	animate	2	29
Kuhe	tierisch	kuh	NN	Schweinfurt	1616	TRUE	1		0	2	animate	2	29
Kuhe	tierisch	kuh	NN	Schweinfurt	1616	TRUE	1		0	2	animate	2	29
Kuhe	tierisch	kuh	NN	Schweinfurt	1616	TRUE	1		0	2	animate	2	29
Kuhe	tierisch	kuh	NN	Schweinfurt	1616	TRUE	1		0	2	animate	2	29
kuhe	tierisch	kuh	NN	Schweinfurt	1616	FALSE	1		0	2	animate	2	29
Kuhe	tierisch	kuh	NN	Schweinfurt	1616	TRUE	1		0	2	animate	2	29
kuhdreck	konkret	kuhdreck	NN	Alme	1630	FALSE	0		1	3	concrete	1	1
kuehirt	menschlich	kuhhirt	NB	Gaugrehweiler	1610	FALSE	0	n	1	2	animate	4	5
kuehirt	menschlich	kuhhirt	NB	Gaugrehweiler	1610	FALSE	0	n	1	2	animate	4	5
kuehirt	menschlich	kuhhirt	NB	Gaugrehweiler	1610	FALSE	0	n	1	2	animate	4	5
küehirten	menschlich	kuhhirt	NB	Gaugrehweiler	1610	FALSE	0	n	1	2	animate	4	5
küehirt	menschlich	kuhhirt	NB	Gaugrehweiler	1610	FALSE	0	n	1	2	animate	4	5
Kundt- schafft	abstrakt	kundschaft	NN	Rosenburg	1618	TRUE	1		0	2	abstract	0	3
kundtschaft	abstrakt	kundschaft	NN	Rosenburg	1618	FALSE	1		0	2	abstract	0	3
kundtschaft	abstrakt	kundschaft	NN	Rosenburg	1618	FALSE	1		0	2	abstract	0	3
kunst	abstrakt	kunst	NN	Alme	1630	FALSE	0		0	3	abstract	0	11
kunst	abstrakt	kunst	NN	Hamm	1592	FALSE	0		0	1	abstract	0	11
kunsten	abstrakt	kunst	NN	Hamm	1592	FALSE	0		0	1	abstract	0	11
Kunst	abstrakt	kunst	NN	Hamm	1592	TRUE	0		0	1	abstract	0	11
kunst	abstrakt	kunst	NN	Jever	1592	FALSE	0		0	1	abstract	0	11
kunst	abstrakt	kunst	NN	Jever	1592	FALSE	0		0	1	abstract	0	11
kunst	abstrakt	kunst	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	11
kunst	abstrakt	kunst	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	11
kunste	abstrakt	kunst	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	11
kunste	abstrakt	kunst	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	11
kunst	abstrakt	kunst	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	11
Cur	abstrakt	kur	NN	Stralsund	1630	TRUE	1		0	3	abstract	0	1
küßen	konkret	kuss	NN	Alme	1630	FALSE	0		0	3	concrete	1	1
